"BehaviorSpace results (NetLogo 6.2.2)"
"basemodelprimatesocialgroups.nlogo"
"group size tgtneighbor x clumpsize"
"02/09/2023 15:21:04:015 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-140","140","-140","140"
"[run number]","abundance","extraction-rate-sd","resource-tests-on?","patch-regrowth-interval","extraction-rate-mean","energy-per-capita","qual-sd","tgt-dist","other-primate-detection-radius","qual-mean","movement-noise","go-tests-on?","move-tests-on?","tgt-neighbor","resource-detection-radius","max-move","regrowth-rate","group-recog-module?","clump-size","[step]","mean-group-size","var-group-size","percent-grouped","foraging-efficiency-time","foraging-efficiency-dist","mean-distance-traveled","mean-percent-time-moving","var-energy-intake-monthly","mean-inter-indiv-dist"
"11","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","501","4300","10","103.14285714285714","0.8695652173913043","3.816592517694642","2.682364264957458","6264.616365355597","0.16973205257836196","0.008333799977261882","68.33403349814564"
"8","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","351","4300","4.375","12.65","0.7608695652173914","3.7555535894843284","2.3498606487933724","6948.853356579656","0.18690849342770474","0.008223598390812313","70.9426097516919"
"10","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","451","4300","8.5","113.16666666666667","0.9239130434782609","3.7496006066734076","2.449097961578785","6711.65069199944","0.18635490394337714","0.00966687867164669","57.61526767536202"
"9","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","401","4300","9.88888888888889","60.86111111111111","0.967391304347826","3.686635490394337","2.4239561235519385","6653.91964620519","0.19332153690596562","0.016322844212217455","63.18846897244704"
"6","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","251","4300","4.666666666666667","29.238095238095234","0.7608695652173914","3.6511577350859454","1.983437999331761","7994.068207477547","0.20721941354903944","0.0074637443527464705","72.63895288048295"
"7","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","301","4300","5.666666666666667","18.06060606060606","0.7391304347826086","3.6362740141557137","1.9515221632144464","8192.781752894456","0.21358948432760363","0.009254939017116956","53.61078449086353"
"5","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","201","4300","5.142857142857143","10.747252747252748","0.782608695652174","3.653293731041457","1.9757169442208444","8066.588751189372","0.20898887765419616","0.008380585049874757","53.478603070473774"
"16","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","4","50","10","1","true","201","4300","9.1","124.32222222222221","0.9891304347826086","3.499416076845299","1.5759580139016731","9611.296322425169","0.2427906976744186","0.010558838371130792","75.97798561270508"
"4","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","151","4300","5.1","13.433333333333334","0.5543478260869565","3.527664307381196","1.6810316773106904","9117.075212066551","0.23596814964610718","0.009003221543806285","85.01770035840349"
"3","600000","1","false","1500","5","6500","5","20","70","87","10","false","false","3","50","10","1","true","101","4300","2.823529411764706","1.7794117647058818","0.5217391304347826","3.453298786653185","1.569640381502676","9535.268229741283","0.24735338725985842","0.008147348353536706","98.02381523533786"
